COLUMNS;id;bcpg:hierarchy1;bcpg:hierarchy2;cm:name;bcpg:legalName;Energie kJ, étiquetage;Energie kcal, étiquetage;Energie kJ;Energie kcal;Eau;Protéines;Protéines brutes (N x 6.25);Glucides;Lipides;Sucres;Amidon;Fibres alimentaires;Polyols totaux;Résidu à sec;Alcool (éthanol);Acides organiques;AG saturés;AG monoinsaturés;AG polyinsaturés;AG 4:0, butyrique;AG 6:0, caproïque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stéarique;AG 18:1 9c (n-9), oléique;AG 18:2 9c,12c (n-6), linoléique;AG 18:3 c9,c12,c15 (n-3), alpha-linolénique;AG 20:4 5c,8c,11c,14c (n-6), arachidonique;AG 20:5 5c,8c,11c,14c,17c (n-3), EPA;AG 22:6 4c,7c,10c,13c,16c,19c (n-3), DHA;Cholestérol;Sel;Calcium;Chlorure;Cuivre;Fer;Iode;Magnésium;Manganèse;Phosphore;Potassium;Sélénium;Sodium;Zinc;Rétinol;Bêtacarotène;Vitamine D;Activité vitaminique E (en équivalents alpha-tocophérol);Vitamine K1;Vitamine K2;Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B9 ou Folates totaux;Vitamine B12 ou Cobalamines
VALUES;9902;CIQUAL;Pâtes et semoules crues;Vermicelle de soja, sèche;Vermicelle de soja, sèche;1460;344;1460;344;13,1;0,57;0,63;84,7;0,14;1,38;77;1,6;0;0,21;0;0;0;;;;;;;;;;;;;;;;;;0,039;25,2;47;1;1;10;9,6;1;40;13,2;5;15,6;1;;50;;0,1;;;;0,05;0,05;0,05;1,1;0,05;7;
VALUES;26264;CIQUAL;Pâtes et semoules crues;Gnocchi à la pomme de terre, cru;Gnocchi à la pomme de terre, cru;744;176;744;176;;4,66;4,66;35;1,42;3,18;;2,2;0;1,48;0;0;0,3;;0;;;;;;;;;;;;;;;;1,18;;;;;;;;;;;468;;;;;;;;;;;;;;;
VALUES;26265;CIQUAL;Pâtes et semoules crues;Gnocchi à la semoule, cru;Gnocchi à la semoule, cru;846;200;846;200;;6,2;6,2;37;2,6;9,9;;1,9;0;1,83;0;0;0,34;0,47;0,94;;;;;;;;;;0,93;0,0095;;;;;2,21;;;;;;;;;;;870;;;;;;;;;;;;;;;
VALUES;9081;CIQUAL;Riz et graines cuits;Blé dur précuit, grains entiers, cuit, non salé;Blé dur précuit, grains entiers, cuit, non salé;612;144;605;143;63,4;5,25;5,63;27,7;0,72;0,57;27,1;2,4;0;0,57;0;0;0,3;0,33;0,05;;;;;;;;;;;;;;;0,16;0,043;18,9;55;0,29;0,72;1;28,2;0,51;116;102;10;17;0,48;0;0;0;0,1;;;0;0,05;0,05;0,66;0,27;0,05;13,9;0
VALUES;9103;CIQUAL;Riz et graines cuits;Riz complet, cuit, non salé;Riz complet, cuit, non salé;668;158;665;157;60,4;3,21;3,38;32,6;1;0,2;30,4;2,3;0;0,44;0;0;0,17;0,31;0,31;0,01;0,01;0,01;0,01;0,01;0,01;0,15;0,018;0,31;0,29;0,016;0,01;0,01;0,01;1,16;0,01;13;3,69;0,1;0,32;20;49;1,1;120;43;20;5;0,62;0;5;0;0,08;0,8;;0,5;0,065;0,01;0,25;0,38;0,049;29,4;0,094
VALUES;9104;CIQUAL;Riz et graines cuits;Riz blanc, cuit, non salé;Riz blanc, cuit, non salé;615;145;612;144;63,9;2,92;3,06;31,8;0,41;0,2;27,7;0,8;0;0,13;0;0;0,076;0,08;0,069;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,75;0,01;14;5,91;0,07;0,04;20;7,1;0,17;35;16;20;5;0,26;0;5;0;0,08;0,8;;0,5;0,03;0,01;0,16;0,21;0,029;9,9;0,032
VALUES;9105;CIQUAL;Riz et graines cuits;Riz blanc étuvé, cuit, non salé;Riz blanc étuvé, cuit, non salé;621;146;618;146;63,5;2,95;3,1;31,7;0,56;0,11;28,5;1,1;0;0,22;0;0;0,33;0,074;0,091;0;0;0;0;0;0;0,074;0;;;;;0;0;0;0,0059;11,1;;0,1;0,1;10;10;0,1;35;41,7;5;2,35;0,1;0;0;0;0,01;0;;0;0,07;0,019;0,4;0,15;0,05;12,1;0
VALUES;9110;CIQUAL;Riz et graines cuits;Riz rouge, cuit, non salé;Riz rouge, cuit, non salé;598;141;595;141;63,1;3,45;3,63;28,2;0,69;;27;4;0;0,6;0;0;;;;;;;;;;;;;;;;;;;0,0088;19,9;38;;1;10;54,5;1;156;75,4;5;3,5;1;;50;;0,1;;;;0,11;0,05;0,05;0,29;0,44;9;
VALUES;9111;CIQUAL;Riz et graines cuits;Riz sauvage, cuit, non salé;Riz sauvage, cuit, non salé;430;102;427;101;73,9;3,8;3,99;19,7;0,34;0,73;;1,8;0;0,4;0;0;0,049;0,05;0,21;0;0;0;0;0;0;0,046;0,003;;;;;0;0;0;0,0075;3;;0,12;0,6;;32;0,28;82;101;;3;1,34;0;2;0;0,24;0,5;;0;0,052;0,087;1,29;0,15;0,14;26;0
VALUES;9322;CIQUAL;Riz et graines cuits;Orge perlée, bouilli/cuite à l'eau, non salée;Orge perlée, bouilli/cuite à l'eau, non salée;503;119;500;118;68,8;2,26;2,42;24,4;0,44;0,28;;3,8;0;0,27;0;0;0,093;0,057;0,21;0;0;0;0;0,001;0,002;0,079;0,003;;;;;0;0;0;0,0075;11;;0,11;1,33;0,5;22;0,26;54;93;;3;0,82;0;5;0;0,01;0,8;;0;0,083;0,062;2,06;0,14;0,12;16;0
VALUES;9331;CIQUAL;Riz et graines cuits;Mil, cuit, non salé;Mil, cuit, non salé;492;116;487;115;71,4;3,51;3,76;22,4;1;0,13;;1,3;0;0,41;0;0;0,17;0,18;0,51;0;0;0;0;0,001;0;0,13;0,037;;;;;0;0;0;0,005;3;;0,16;0,63;;44;0,27;100;62;;2;0,91;0;2;0;0,02;0,3;;0;0,11;0,082;1,33;0,17;0,11;19;0
VALUES;9341;CIQUAL;Riz et graines cuits;Quinoa, bouilli/cuit à l'eau, non salé;Quinoa, bouilli/cuit à l'eau, non salé;488;116;483;115;71,6;4,1;4,4;18,8;1,92;0,87;17,6;2,8;0;0,76;0;0;0,23;0,53;1,08;0;0;0;0;0;0;0,2;0,012;;;;;0;0,015;0;0,018;17;;0,19;1,49;;64;0,63;152;172;;7;1,09;0;3;0;0,63;0;;0;0,11;0,11;0,41;;0,12;42;0
VALUES;9691;CIQUAL;Riz et graines cuits;Boulgour de blé, cuit, non salé;Boulgour de blé, cuit, non salé;340;80,7;337;79,8;77,8;3,08;3,3;14,1;0,24;0,1;;4,5;0;0,34;0;0;0,042;0,031;0,098;0;0;0,002;0;0;0;0,037;0,002;;;;;0;0;0;0,021;60,7;;0,52;0,96;;102;1,27;40;68;2,2;8,41;2,48;0;1;0;0,01;0,5;;0;0,057;0,028;1;0,34;0,083;18;0
VALUES;51511;CIQUAL;Riz et graines cuits;Frik (blé dur immature concassé), cuit, non salé;Frik (blé dur immature concassé), cuit, non salé;321;76;318;75,4;79,6;2,04;2,19;14;0,48;;12,1;3,5;0;0,4;0;0;;;;;;;;;;;;;;;;;;;0,005;19,6;50;1;1;10;30,4;1;55;95,5;5;2;1;;50;;0,1;;;;0,05;0,05;1,6;0,24;0,06;18;
VALUES;9085;CIQUAL;Pâtes et semoules cuites;Nouilles asiatiques cuites, aromatisées;Nouilles asiatiques cuites, aromatisées;465;111;459;110;73,4;4,78;5,12;9,89;4,3;2;;6,3;0;1,33;0;0;0,5;1,26;2,35;;;;;;;;;;;;;;;;1,2;;;;;;;;;;;470;;;;;;;;;;;;;;;
VALUES;9086;CIQUAL;Pâtes et semoules cuites;Nouilles asiatiques cuites, nature, non salées;Nouilles asiatiques cuites, nature, non salées;690;165;686;164;66,9;3,5;3,75;21,4;6,9;;19,8;1;0;0,34;0;0;3,16;2,67;0,77;0,0033;0,0033;0,0066;0,0033;0,02;0,073;2,74;0,28;2,59;0,75;0,02;0,0033;0,0033;0,0033;;0,23;11;113;0,04;0,32;20;9,1;0,24;43;26;50;93,6;0,19;;10;;;0,8;;;0,023;0,01;0,1;0,91;0,01;5;0,073
VALUES;9615;CIQUAL;Pâtes et semoules cuites;Polenta ou semoule de maïs, cuite, non salée;Polenta ou semoule de maïs, cuite, non salée;275;65;275;65;83,4;1,38;1,38;13,5;0,31;0,2;13,2;1,3;0;0,1;0;0;;;;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;2,28;0,01;5,1;10,2;0,02;0,09;20;7,5;0,03;20;25;20;5;0,12;;5,84;;0,08;0,8;;0,5;0,02;0,01;0,1;0,037;0,035;5;0,03
VALUES;9683;CIQUAL;Pâtes et semoules cuites;Couscous (semoule de blé dur roulée précuite à la vapeur), cuite, non salée;Couscous (semoule de blé dur roulée précuite à la vapeur), cuite, non salée;698;165;690;163;59;5,19;5,69;33,2;0,64;0,1;28,7;1,6;0;0,34;0;0;0,029;0,022;0,064;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,089;0,035;20;29,1;0,2;0,85;20;24;0,46;92;120;20;5;0,9;0;0;0;0,08;0,8;;0;0,09;0,03;0,2;0,27;0,094;15;0
VALUES;9811;CIQUAL;Pâtes et semoules cuites;Pâtes sèches standard, cuites, non salées;Pâtes sèches standard, cuites, non salées;535;126;529;125;68,3;3,99;4,38;25;0,55;0,6;21,7;1,9;0;0,23;0;0;0,11;0,087;0,2;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;1,27;0,01;17;13,3;0,12;0,43;20;17;0,31;59;34;20;5;0,47;0;5;0;0,08;0,8;;0,5;0,025;0,01;0,52;0,28;0,022;23,5;0,014
VALUES;9816;CIQUAL;Pâtes et semoules cuites;Pâtes fraîches, aux œufs, cuites, non salées;Pâtes fraîches, aux œufs, cuites, non salées;712;168;702;166;59,1;5,76;6,31;32;1,3;;17,5;1,5;0;0,33;0;0;;;;;;;;;;;;;;;;;;20;0,042;24,1;37;1;1,1;;20,9;1;88;61;;16,8;1;2;50;0,2;0,1;;;;0,07;0,06;0,21;0,37;0,05;9,2;0,24
VALUES;9822;CIQUAL;Pâtes et semoules cuites;Pâtes sèches, aux œufs, cuites, non salées;Pâtes sèches, aux œufs, cuites, non salées;566;134;559;132;68,1;4,57;4,94;23;2;0,8;19,7;2;0;0,3;0;0;0,34;0,58;0,55;0,01;0,01;0,01;0,01;0,01;0,01;0,27;0,07;0,58;0,51;0,025;0,016;0,01;0,01;34,3;0,01;23;11,9;0,11;0,57;20;16;0,3;68;25;20;5;0,53;2;5;0,2;0,19;0,8;;0,5;0,02;0,014;0,1;0,2;0,033;24,1;0,14
VALUES;9824;CIQUAL;Pâtes et semoules cuites;Pâtes sèches, sans gluten, cuites, non salées;Pâtes sèches, sans gluten, cuites, non salées;690;163;687;162;60,1;3,09;3,25;34,4;1,1;0,49;34;1;0;0,26;0;0;0,29;0,33;0,38;0,01;0,01;0,01;0,02;0,01;0,01;0,22;0,05;0,33;0,36;0,02;0,01;0,01;0,01;7,08;0,015;9,6;13,3;0,07;0,48;20;23;0,34;62;32;20;5,9;0,46;;5;;0,08;0,8;;0,5;0,04;0,01;0,15;0,17;0,019;12,7;0,09
VALUES;9871;CIQUAL;Pâtes et semoules cuites;Pâtes sèches, au blé complet, cuites, non salées;Pâtes sèches, au blé complet, cuites, non salées;541;128;535;127;67,5;4,55;4,88;23,4;0,9;0,6;21,6;3,3;0;0,34;0;0;0,099;0,075;0,21;0,01;0,01;0,01;0,01;0,01;0,01;0,093;0,0062;0,075;0,2;0,012;0,01;0,01;0,01;0,7;0,01;22;11,5;0,19;0,98;20;36;0,76;110;65;20;5;0,99;0;5;0;0,08;0,8;;0,5;0,07;0,021;0,16;0,19;0,032;10,5;0,021
VALUES;9901;CIQUAL;Pâtes et semoules cuites;Vermicelle de riz, cuite, non salée;Vermicelle de riz, cuite, non salée;439;103;437;103;73,8;1,79;1,88;23;0,2;0,03;;1;0;0,18;0;0;0,023;0,026;0,023;0;0;0;0;0;0;0,021;0,002;;;;;0;0;0;0,048;4;;0,038;0,14;;3;0,11;20;4;;19;0,25;0;0;0;0,03;0;;0;0,018;0,004;0,072;0,011;0,006;1;0
VALUES;9903;CIQUAL;Pâtes et semoules cuites;Vermicelle de soja, cuite, non salée;Vermicelle de soja, cuite, non salée;260;61,2;259;61,1;84,4;0,57;0,63;14,4;0,1;;14,4;0,8;0;0,1;0;0;;;;;;;;;;;;;;;;;;;0,0063;14,2;39;;1;10;2,9;1;10;1,2;5;2,5;1;;50;;0,1;;;;0,05;0,05;0,05;0,11;0,05;10;
VALUES;25479;CIQUAL;Pâtes et semoules cuites;Gnocchi à la semoule, cuit;Gnocchi à la semoule, cuit;783;185;783;185;;5,6;5,6;34,4;2,4;0,2;;1,8;0;1,2;0;0;0,4;;;;;;;;;;;;;;;;;;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;25510;CIQUAL;Pâtes et semoules cuites;Gnocchi à la pomme de terre, cuit;Gnocchi à la pomme de terre, cuit;755;178;755;178;55,5;5,01;5,01;34,1;2,05;1,1;29,3;1,75;0;1,58;0;0;0,23;0,48;0,93;0,002;0,002;0,002;0,002;0,002;0,002;0,16;0,068;0,48;0,91;0,021;0,002;;;129;1,01;5,1;695;0,14;0,7;60;18,8;1,4;39;184;5;402;0,5;2;;0,5;0,92;;;;0,084;0,04;1,6;0,24;0,12;27,1;0,15
VALUES;7001;CIQUAL;Pains;Pain, baguette, courante;Pain, baguette, courante;1220;288;1210;285;28,1;8,55;9,38;56,6;1,94;2,6;50,9;2,69;0;1,91;0,17;0;0,29;0,17;0,55;0,05;0,05;0,05;0,05;0,05;0,002;0,26;0,02;0,078;0,29;0,032;;;;0,075;1,59;20;959;0,11;1,06;6;27,9;0,5;113;164;10;730;0,5;0;;0;0,12;1,1;;5;0,084;0,06;0,86;0,39;0,12;10;0,095
VALUES;7002;CIQUAL;Pains;Pain, baguette ou boule, au levain;Pain, baguette ou boule, au levain;1110;261;1090;258;34,4;7,41;8,13;53,1;1,3;2,4;49,3;2,1;0;1,6;0;0;0,17;0,12;0,43;;;0,00076;;;0,0068;0,13;0,023;0,1;0,39;0,024;;;;;;18,7;;0,11;1,3;;18,7;0,57;87,3;124;;;0,53;;;;0,16;1;;;0,07;0,02;1,15;0,4;0,06;13,8;0,1
VALUES;7007;CIQUAL;Pains;Pain, baguette, de tradition française;Pain, baguette, de tradition française;1210;285;1200;282;27,4;7,98;8,75;58,6;1,1;2,86;51,5;2,92;0;2,02;0;0;0,055;0,044;0,15;;;0,00025;0,00017;0,0012;0,0012;0,045;0,0069;0,039;0,14;0,0092;;;;;1,71;23,2;;0,75;1,32;;21,5;0,7;105;137;5;700;0,75;;;;0,28;;;;0,085;0,04;1,26;0,39;0,13;17,3;0,1
VALUES;7010;CIQUAL;Pains;Pain, baguette ou boule, bis (à la farine T80 ou T110) ;Pain, baguette ou boule, bis (à la farine T80 ou T110) ;1120;265;1110;262;30,2;8,6;9,43;54;0,33;2,39;49,5;4,2;0;1,38;0;0;0,045;0,039;0,14;;;0,00055;0,000066;0,00038;0,0006;0,039;0,004;0,033;0,13;0,009;;;;;;27,5;;0,98;1,31;;33;1;140;178;;;1,2;;;;0,23;;;;0,13;0,06;1,66;0,4;0,27;22,4;0,1
VALUES;7012;CIQUAL;Pains;Pain courant français, 400g ou boule;Pain courant français, 400g ou boule;1130;266;1110;263;37,2;7,9;8,67;52;2;0;;2,6;0;1,6;0;0;0,42;0,46;0,46;0;0;0;0;0;0,046;0,23;0,14;0,46;0,42;0,046;0;0;0;0;1,33;37;;0,12;1;13,4;21,3;0,6;124;128;2,65;499;0,63;0;;0;0,5;0;;0;0,12;0,067;1;0,5;0,053;50,3;0
VALUES;7025;CIQUAL;Pains;Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110);Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110);1090;257;1080;254;34,5;8,68;9,52;49,9;1,19;1,37;44,3;4,33;0;1,62;0;0;0,17;0,12;0,72;;;0,0074;;;0,0013;0,14;0,025;0,11;0,41;0,033;;;;;1,37;24,2;;0,19;1,8;;36,6;1,27;145;190;;538;1,1;;;;0,27;;;;0,13;0,04;2,09;0,51;0,09;19,3;0,11
VALUES;7100;CIQUAL;Pains;Pain, baguette ou boule, de campagne;Pain, baguette ou boule, de campagne;1140;268;1120;265;31;8,03;8,81;54,5;0,93;1,58;52,4;3,32;0;1,95;0;0;0,083;0,21;0,33;;;;;;0,001;0,068;0,014;0,092;0,31;0,024;;;;0,37;1,59;21,3;934;0,086;0,97;6;27,7;0,56;83;164;8,33;681;0,55;;4;;0,39;;;;0,1;0,045;1,1;0,43;0,15;31;0,17
VALUES;7110;CIQUAL;Pains;Pain complet ou intégral (à la farine T150);Pain complet ou intégral (à la farine T150);1080;256;1060;252;34,1;10,2;11,2;40,8;3,7;2,9;37,9;7,3;0;2,11;0;0;0,7;0,14;0,5;0,05;0,05;0,05;0,05;0,05;0,001;0,23;0,013;0,14;0,47;0,024;;0;0;0,6;1;31,9;;0,17;2,09;2;56;1,38;187;315;10;398;1,12;0;;0;0,3;20;;0;0,16;0,11;2,4;0,64;0,21;26,4;0,11
VALUES;7130;CIQUAL;Pains;Pain, sans gluten;Pain, sans gluten;1100;261;1100;260;33,8;2,62;2,75;51,8;3,3;4,9;41,1;6,5;0;1,96;0;0;1,24;0,98;0,82;0,01;0,01;0,02;0,01;0,06;0,04;0,88;0,23;0,98;0,82;0,01;0,01;0,01;0,01;4,53;1,56;60;778;0,06;0,5;20;16;0,19;95;75;20;624;0,36;;7,6;;0,98;0,8;;38,6;0,045;0,02;0,15;0,4;0,025;10,7;0,059
VALUES;7160;CIQUAL;Pains;Pain, baguette, sans sel;Pain, baguette, sans sel;1190;281;1180;278;26,9;8,55;9,38;57;1,18;4,5;;2,68;0;1,6;0;0;0,3;;;;;;;;;;;;;;;;;;0,013;42;;0,12;;6;21,3;0,52;;129;4,7;;0,75;;0;;;;;;0,069;;;;0,067;23;
VALUES;7260;CIQUAL;Pains;Pain blanc maison (avec farine pour machine à pain);Pain blanc maison (avec farine pour machine à pain);1090;256;1070;253;33,9;7,81;8,56;52,1;0,9;;40,4;2,6;0;1,88;0;0;0,17;0,083;0,35;0,0003;0,0003;0,0003;0,0003;0,0042;0,003;0,12;0,043;0,079;0,33;0,021;0,0003;0,0003;0,0003;0,7;1,45;21;880;0,09;0,85;18,5;20;0,47;94;130;50;578;0,62;;10;;0,18;0,8;;0,6;0,079;0,04;0,69;0,31;0,082;30,3;
VALUES;7261;CIQUAL;Pains;Pain de campagne maison (avec farine pour machine à pain);Pain de campagne maison (avec farine pour machine à pain);1020;240;1000;237;37,3;7,98;8,75;46,7;0,9;;39,3;5,1;0;2,06;0;0;0,18;0,083;0,34;0,0003;0,0003;0,0003;0,0003;0,0003;0,0012;0,098;0,075;0,074;0,32;0,025;0,0003;0,0003;0,0003;0,7;1,34;20;899;0,13;1,3;22;34;0,84;130;210;50;537;1,1;;10;;0,26;0,8;;1,33;0,16;0,06;0,64;0,31;0,062;25,6;
VALUES;7111;CIQUAL;Pains spéciaux;Pain de mie, complet;Pain de mie, complet;1100;260;1080;256;36;8,51;9,33;43;4,06;5,69;34,7;6,23;0;2;0,2;0;0,96;1,9;1,1;;;;0;0,0028;0,018;0,82;0,11;1,2;0,66;0,099;0;0,0012;0;0,5;1,18;141;800;1;1,6;10;51,5;1,5;160;221;5;471;1,1;;50;;0,5;;;;0,17;0,1;0,05;0,56;0,11;25;
VALUES;7112;CIQUAL;Pains spéciaux;Pain de mie, au son;Pain de mie, au son;1170;278;1160;275;34,3;6,84;7,5;46;5,5;3,53;30;7;0;2,53;0;0;;;;;;;;;;;;;;;;;;;1,35;;;0,5;3,5;;76,6;1,6;;;5;423;1,4;;;;;;;;;;1,35;;;2;
VALUES;7113;CIQUAL;Pains spéciaux;Pain de mie, multicéréale;Pain de mie, multicéréale;1160;274;1140;271;34,4;8,81;9,66;43,6;5,41;4,42;39,1;5,74;0;1,84;0,2;0;1,15;0,68;1,8;0,006;0,006;0,006;0,0033;0,0033;0,0082;0,34;0,11;0,68;0,72;0,4;0,006;;;0,5;1,29;77,6;728;2,6;1,9;6;40,9;1,52;140;157;8;515;1,5;2;30;0,5;3;;;1;0,2;0,12;4,2;0,55;0,13;52;0,29
VALUES;7115;CIQUAL;Pains spéciaux;Pain au son;Pain au son;1080;256;1070;253;33,3;8,3;9,1;44,4;3,28;2,04;41,8;6,21;0;2,43;0;0;0,2;0,16;0,82;;;0,003;;;0,0013;0,17;0,021;0,14;0,59;0,049;;;;;1,65;30,5;;0,23;2,05;;54,1;1,64;198;253;5;410;1,19;;;;0,2;;;;0,15;0,04;1,93;0,58;0,16;13,1;0,1
VALUES;7125;CIQUAL;Pains spéciaux;Pain de seigle, et froment;Pain de seigle, et froment;1010;239;999;236;36;5,58;6,12;46,3;1,24;1,9;36;8,9;0;2;0;0;0,2;0,26;0,37;0;0;0,00083;0,00083;0,0091;0,004;0,14;0,04;0,26;0,34;0,037;;0;0;0;1,33;22,8;1050;0,19;1,2;10;29,6;1;169;179;5;530;1;0;50;0;0,1;1;;0,4;0,15;0,08;0,5;0,46;0,12;12;0,13
VALUES;7126;CIQUAL;Pains spéciaux;Pain de seigle, aux raisins;Pain de seigle, aux raisins;1130;267;1110;263;37;8,92;9,78;43,7;5;;;3,9;0;2;0;0;2,17;1,66;0,83;;;;;;;;;;;;;;;;1,02;28,7;;0,21;2,15;9,3;33,6;;101;190;3,22;407;1,18;;0;;0,66;;;;0,25;0,11;1,4;;0,04;;
VALUES;7170;CIQUAL;Pains spéciaux;Pain panini;Pain panini;1150;272;1140;269;30,9;7,66;8,4;55,9;1,1;2,3;48,3;2,6;0;1,87;0;0;0,22;0,38;0,14;;;;;;;;;;;;;;;3;1,55;22;;;0,9;;29;;118;148;;619;;9;6;;0,4;;;;0,1;0,1;0,8;0,4;0,17;39;0,1
VALUES;7180;CIQUAL;Pains spéciaux;Pain pita;Pain pita;1100;259;1080;256;34,1;7,53;8,26;53;0,92;2,18;48;2,68;0;1,8;0;0;0,17;0;0;;;;;;;;;;;;;;;;1,38;52,7;982;;1;10;18,1;1;84;134;5;543;1;;50;;0,1;;;;0,11;0,08;2,6;0,49;0,05;21;
VALUES;7200;CIQUAL;Pains spéciaux;Pain de mie, courant;Pain de mie, courant;1200;283;1180;280;32;7,61;8,34;50,6;4,35;6,03;43;3,42;0;1,83;0,2;0;1,55;0,85;0,51;0,05;0,05;0,05;0,05;0,004;0,018;1,01;0,2;0,85;0,4;0,11;0;0,00072;0;3,2;1,24;115;816;0,099;0,85;10;26,8;0,55;86;153;8,33;495;0,55;0;50;0;0,1;;;0;0,13;0,1;0,05;0,46;0,05;20;
VALUES;7201;CIQUAL;Pains spéciaux;Pain de mie, sans croûte, préemballé;Pain de mie, sans croûte, préemballé;1070;253;1060;251;39,5;7,22;7,92;46,1;3,58;9,66;36,5;2,48;0;1,61;0;0;1,16;1,41;0,94;;;;;;;;;;;;;;;;0,96;;;;;;;;;;;442;;;;;;;;;;;;;;;
VALUES;7210;CIQUAL;Pains spéciaux;Pain de mie brioché, préemballé;Pain de mie brioché, préemballé;1350;321;1340;317;;7,92;8,69;50,5;8,68;9,33;40,7;2,85;0;1,67;0;0;4,25;1,14;0,42;;;;0,13;;;;;;;;;;;;1,09;;;;;;;;;;;435;;;;;;;;;;;;;;;
VALUES;7255;CIQUAL;Pains spéciaux;Pain, baguette ou boule, aux céréales et graines, artisanal;Pain, baguette ou boule, aux céréales et graines, artisanal;1210;286;1190;283;28,2;8,95;9,81;49,1;3,9;4,5;39,6;7,7;0;2,1;0;0;0,36;0,79;1,47;;;;;;0,0026;0,22;0,12;0,76;1,17;0,3;;;;0,5;1,53;39,9;984;0,21;1,64;10;58,4;0,82;148;249;8,33;610;1,04;2;50;0,5;0,4;;;0,5;0,1;0,06;0,05;0,39;0,05;28;0,78
VALUES;7256;CIQUAL;Pains spéciaux;Muffin anglais, complet, petit pain spécial, préemballé;Muffin anglais, complet, petit pain spécial, préemballé;917;217;896;212;45,6;12,5;13,7;32,9;1,87;2,13;30,7;7,07;0;1,88;0;0;0,2;0,41;0,75;;;;0,0026;;;;;;;;;;;;0,98;;;;;;;;;;;393;;;;;;;;;;;;;;;
VALUES;7257;CIQUAL;Pains spéciaux;Muffin anglais, petit pain spécial, préemballé;Muffin anglais, petit pain spécial, préemballé;966;228;949;224;38,4;10,6;11,6;39,6;1,88;4,25;35,4;3,18;0;1,93;0;0;0,42;0,67;0,63;;;;;;;;;;;;;;;;1,05;;;;;;;;;;;418;;;;;;;;;;;;;;;
VALUES;7258;CIQUAL;Pains spéciaux;Bagel;Bagel;1170;277;1150;273;33,3;9,26;10,2;48,5;3,98;5,34;;3,18;0;1,81;0;0;1,02;0,18;0,78;0;0;0;0;0;0;0,21;0,012;;;;;0;0;0;1,08;37,3;;0,17;1,83;;36,3;0,84;111;122;;410;0,95;0;2;0;0,32;1,5;;0;0,24;0,1;2,3;0,37;0,083;25;0
VALUES;7259;CIQUAL;Pains spéciaux;Pain pour hamburger ou hot dog (bun), préemballé;Pain pour hamburger ou hot dog (bun), préemballé;1240;293;1220;290;30,9;9,07;9,95;49,7;5,35;5,88;42,7;3,3;0;1,71;0;0;0,88;1,53;1,11;0,0016;0,0016;0,0016;0,0016;0,0016;0,0031;0,24;0,2;1,42;0,94;0,17;0,0016;0,0016;0,0016;;1,14;89;757;0,13;0,85;20;27;0,56;110;140;50;453;0,84;;10;;0,22;2,81;;0,5;0,19;0,03;1;0,37;0,097;13,5;0,036
VALUES;7262;CIQUAL;Pains spéciaux;Pain pour hamburger ou hot dog (bun), complet, préemballé;Pain pour hamburger ou hot dog (bun), complet, préemballé;1200;285;1190;282;;8,89;9,75;46,3;5,75;5,38;;4,75;0;1,11;0;0;0,55;;;;;;;;;;;;;;;;;;1,11;;;;;;;;;;;413;;;;;;;;;;;;;;;
VALUES;7813;CIQUAL;Pains spéciaux;Tortilla souple (à garnir), à base de maïs;Tortilla souple (à garnir), à base de maïs;1300;309;1300;309;37,9;8,2;8,2;51,2;7,3;1;50,2;3;0;1,25;0;0;1,4;;;;;;;;;;;;;;;;;;1,25;;;;;;;;;;;500;;;;;;;;;;;;;;;
VALUES;7815;CIQUAL;Pains spéciaux;Tortilla souple (à garnir), à base de blé;Tortilla souple (à garnir), à base de blé;1380;327;1360;323;26;8,34;9,15;52,1;8,2;1,55;50,6;3,85;0;1,92;0;0;3,85;2,67;1,32;0,01;0,01;0,01;0,01;0,01;0,05;2,09;0,38;2,67;1,12;0,2;0,01;0,01;0,01;0,79;1,25;45;219;0,1;0,76;20;19;0,4;360;150;20;650;0,57;21;5;;0,08;4,78;;;0,11;0,01;0,17;0,35;0,027;39,4;
VALUES;7004;CIQUAL;Biscottes et pains grillés;Pain grillé, domestique;Pain grillé, domestique;1440;340;1430;336;13,2;9,56;10,5;69,8;1,16;3,1;63,3;4,2;0;2,16;0;0;0,57;0,24;;;;;;;0,0021;0,24;0,012;0,12;0,38;0,019;;;;;2,12;78,3;1,9;0,11;1,18;5;29,1;0,62;122;238;10;848;0,63;2;0;0,5;0,28;;;0,5;0,18;0,058;1,68;0,25;0,14;42,1;
